Id,Title,Description,Publisher,Author,Isbn,Edition,Released year,Retail price,University,Image,Created at,Updated at,Department,Semester,Pages
451,ENGINEERING MATHEMATICS III,"Unit I \u2013 1 linear Differential Equations With Constant Coefficeints 2 Simultaneoous Linear Differential Equations, Symmetric Simultaneous D.E. And Applications Unit II \u20133  Laplace And Fourier Transform 4 Inverse Laplace Transform Unit III - 5 Fourier transform 6 The Z Transform Unit IV- 7 Vector Algebra 8 Vector Differentiation Unit V \u2013 Vector Integration 10 Applications of vectors to Electromagnetic Fields Unit VI- 11 Complex Differentiation 12 Complex Integration And Conformal Mapping Model Question paper- Online Examination Model Question paper Theory Examination",Nirali,"DR M Y GOKHALE,    DR N S MUJUMDAR,    A N SINGH,    S S KULKARNI,    K R ATAL,",,First,,500,Pune University,/uploads/book/image/451/N2836.jpg,2014-06-26 03:10:39 UTC,2014-06-26 03:10:39 UTC,"",,695
452,MCQS (FOR ONLINE EXAMINATION),1 Power Generation Electronics 2 Material Science 3 Analog & Digital Electronics 4 Electrical Measurements & Instruments,Nirali,"-,",,First,,200,Pune University,/uploads/book/image/452/N2837.jpg,2014-06-26 03:10:40 UTC,2014-06-26 03:10:40 UTC,"",,272
453,FLUID MECHANICS,1 Introduction and Properties of Fluid 2 Fluid Pressure and it's Measurement 3 Hydrostatistic Forces on Surfaces 4 Buoyancy and Floatation 5 Kinematics of fluid Flow 6 Dynamics of Fluid Flow 7 Dimensional Analysis Laminar Flow 9 Boundary Layer theory 10 Introduction to Turbulent Flow 11 Flow Through Pipes (Multiple choice Questions at the end of every Chapter),Nirali,"P V SHROTRI,",,First,,540,Pune University,/uploads/book/image/453/N2841.jpg,2014-06-26 03:10:41 UTC,2014-06-26 03:10:41 UTC,"",,835
454,ARCHITECTURAL PLANNING AND DESIGN OF BUILDINGS,1 Town Planning 2 Legal Aspects 3 Planning And Design of Buildings 4 Safety Aspects 5 Introduction to Earthquake Resistant Structures 6 Noise And Acoustics 7 Ventilation 8 Lighting 9 Plumbing Services 10 Architectural Drawing And Building Planning Byelaws 11 Planning of Public Buildings,Nirali,"A D PAWAR,    V S LIMAYE,",,First,,350,Pune University,/uploads/book/image/454/N2842.jpg,2014-06-26 03:10:42 UTC,2014-06-26 03:10:42 UTC,"",,540
455,STRUCTURAL ANALYSIS,1 Basic Concepts of Structural Analysis 2 Slope And Deflection of Beams 3 Deflection of Beams And frames 4 Indeterminate Beams 5 Energy Method For Displacement 6 Deflection of Trusses 7 Indeterminate Trusses 8 Influence Lines 9 Influence Line Diagrams for Plane 10 Three-Hinged Arches 11 Two-Hinged Arches 12 Plastic Theory  13 Plastics Analysis,Nirali,"DR S R PAREKAR,    H M SOMAYYA,",,First,,550,Pune University,/uploads/book/image/455/N2843.jpg,2014-06-26 03:10:43 UTC,2014-06-26 03:10:43 UTC,"",,750
456,ENGINEERING GEOLOGY,"1 Minerology, Petrology And general Geology 2 Structural Geology And Plate Tectonics 3 Geomorphology And Distorical Geology 4 Preliminary Geological Studies And Remote Sensing 5 Role of Engineering Geology In Reservoirs, Dams And Tunneling 6 Geological Hazards, Groundwater And Building Stones",Nirali,"DR PRAKASH RAO,    RAVIRAJ SORATE,    NARENDRA S JAIN,",,First,,300,Pune University,/uploads/book/image/456/N2844.jpg,2014-06-26 03:10:44 UTC,2014-06-26 03:10:44 UTC,"",,375
457,CONCRETE TECHNOLOGY,"1 Introduction To Concrete A A Construction Material General Perspective Ingredients of concrete 2 Properties, Production And Placement of Concrete 3 Testing of Concrete And Special Concretes 4 Special Concreting Techniques 5 Concrete Mix Degign6 Deterioration And Repairs",Nirali,"M N BAJAD,    V R PHADKE,",,First,,240,Pune University,/uploads/book/image/457/N2845.jpg,2014-06-26 03:10:45 UTC,2014-06-26 03:10:45 UTC,"",,315
458,MCQS FOR SE CIVIL ENGINEERING ALL SUBJECTS,1.Fluid Mechanics-I 2.Architectural Planning & Design of Buildings 3.Structural Analysis 4.Engineering Geology 5.Concrete Technology,Nirali,"NIRALI PRAKASHAN,",,First,,200,Pune University,/uploads/book/image/458/N2846.jpg,2014-06-26 03:10:46 UTC,2014-06-26 03:10:46 UTC,"",,290
459,ENGINEERING METALLURGY,1 Types of Equilibrium Diagrams and Metallurgical Concepts 2 Classification of Steel and Alloys Steels 3 Heat Transfer Treatment of Steel and Non-Ferrous Metals 4 Corrosion and its Prevention 5 Cast Irons  6 Non-Ferrous Alloys,Nirali,"A S GHOLAP,    S S GHORPADE,    DR M S KULKARNI,",,First,,275,Pune University,/uploads/book/image/459/N2852.jpg,2014-06-26 03:10:48 UTC,2014-06-26 03:10:48 UTC,"",,305
460,APPLIED THERMODYNAMICS,1 Basics of IC Engines And Fuel Air Cycles and Actual Cycles 2 Spark Ignition (SI) Engines 3 Compression Ignition (CI) Engines 4 Testing IC Engines and Supercharging 5 IC Engine Systems And IC Engine Emissions and Control,Nirali,"DR S S KORE,    S S GHORPADE,    DR S N SAPALI,",,First,,250,Pune University,/uploads/book/image/460/N2853.jpg,2014-06-26 03:10:49 UTC,2014-06-26 03:10:49 UTC,"",,325
461,STRENGTH OF MATERIALS,1 Simple Stresses And Strains(Part I) 2 Simple Stresses And Strains (Part II) 3 Shear Force And bending Moment (Part A) 4 Shear Force And Bending Moment (Part B) 5 Bending Stresses in Beams 6 Shear Stress Distribution in Beams 7 Slope And Deflection of Beams (Macaulay's Method) 8 Strain Energy 9 Torsion 10 Bucking of Coloumns 11 Principal Stresses And Strains 12 Combines Loading And Theories of Elastic Failures,Nirali,"V N CHOUGULE,    DR S R PAREKAR,    H M SOMAYYA,",,First,,500,Pune University,/uploads/book/image/461/N2854.jpg,2014-06-26 03:10:50 UTC,2014-06-26 03:10:50 UTC,"",,780
462,ELECTRONICS AND ELECTRICAL ENGINEERING,Part-1\r\n1.MICROCONTROLLER ARCHITECTURE\r\n2.MICROCONTROLLER PERIPHERALS\r\n3.ELECTRONIC INSTRUMENTS AND MESUREMENTS\r\nPart-II\r\n1.ELECTRICAL POWER MEASUREMENTS\r\n2.MISCELLANEOUS MEASUREMENTS AND MEASURING    \r\n\r\nINSTRUMENTS\r\n3.D.C.  GENERATORS\r\n4.D.C. MOTORS\r\n5.THREE-PHASE INDUCTION MOTORS,Nirali,"SM CHAUDHARI,    SR DESHPANDE,    BH DESHMUKH,",,First,,300,Pune University,/uploads/book/image/462/N2855.jpg,2014-06-26 03:10:52 UTC,2014-06-26 03:10:52 UTC,"",,384
463,ENGINEERING MATHEMATICS III,"1 Linear Differential Equation 2 Simultaneous Linear Differential Equations, Symmetrical Simultaneous D e and Applications of Differential Equations 3 Fourier Transform 4 The Z Transform 5 Interpolation, nummerical Diffrentiation and iontegration 6 Numerical Solution of ordinary Differential Equations 7 vector Algebra 8 Vector Differentiation 9 Vector Integration 10 Applications of vectors to Electromagnetic Fields 11 Complex Differentiation 12 Complex Integration and Conformal Mapping Model Question Paper: online Examination (Phase I & II) Model Question Paper : Theory Examination",Nirali,"A N SINGH,    DR M Y GOKHALE,    S S KULKARNI,    K R ATAL,    DR N S MUJUMDAR,",,First,,500,Pune University,/uploads/book/image/463/N2861.jpg,2014-06-26 03:10:53 UTC,2014-06-26 03:10:53 UTC,"",,650
464,INTEGRATED CIRCUITS,1 OP-AMP Basics 2 OP-Amp IC Technology 3 LInear Applications of OP-AMP 4 Non- Linear Applications of OP-AMP 5 Convertgers Using Op-AMP 6 Special Purpose IC's \r\nUniversity Question Papers,Nirali,"D S PANDIT,",,First,,300,Pune University,/uploads/book/image/464/N2862.jpg,2014-06-26 03:10:54 UTC,2014-06-26 03:10:54 UTC,"",,385
465,ANALOG COMMUNICATION,1 Introduction to Electronic Communication 2 Amplitude Modulation 3 Angle (Exponential)Modulation 4 AM and FM Receivers 5 Noise 6 Behaviour of Analog System in presence of Noise 7 Pulse Analog Modulation,Nirali,"R C JAISWAL,    G R PATIL,",,First,,370,Pune University,/uploads/book/image/465/N2864.jpg,2014-06-26 03:10:55 UTC,2014-06-26 03:10:55 UTC,"",,500
466,COMPUTER ORGANIZATION,1 Basic Structure of Computer 2 Arithmetic Unit 3 Control Unit 4 Input-Output Organization 5 Memory Organization 6 Microprocessor,Nirali,"M SALE,    V KADAM,    J SURVE,",,First,,260,Pune University,/uploads/book/image/466/N2865.jpg,2014-06-26 03:10:56 UTC,2014-06-26 03:10:56 UTC,"",,345
467,CONTROL SYSTEMS:MCQS FOR ONLINE EXAMINATION,1.Basics of Control Systems\r\n2.Time Domain Analysis\r\n3.Stability\r\n4.Frequency Domain Analysis,Nirali,"DR SD RUIKAR,",,First,,90,Pune University,/uploads/book/image/467/N2866.jpg,2014-06-26 03:10:57 UTC,2014-06-26 03:10:57 UTC,"",,118
468,ENGINEERING MATHEMATICS III,"1 Linear Differential Equations With Constant Coefficients 2 Simultaneous linear Differential Equations, Symmetrical Simultaneous D.E. and Applications of Differential Equations 3 Fourier transform 4 The z Transform 5 Statistics, Correlation And Regression 6 Probability And Probability Distributions 7 Vector Algebra 8 Vector Diffrentiation 9 Vector Integration 10 Applications of vectors to Electromagnetic Fields 11 Complex Differentiation 12 Complex Integration And Conformal Mapping Model Question Paper :Online Examination  Theory Examination",Nirali,"DR M Y GOKHALE,    S S KULKARNI,    A N SINGH,    DR N S MUJUMDAR,    K R ATAL,",,First,,500,Pune University,/uploads/book/image/468/N2871.jpg,2014-06-26 03:10:58 UTC,2014-06-26 03:10:58 UTC,"",,660
469,COMPUTER ORGANIZATION,1 The Evaluation of Computers and Number Operations 2 Processor Organization 3 Data Paths and ALU 4 Control Design Organisation 5 MEmeory and I/O Organisation 6 Advanced Computer Organisation,Nirali,"J SURVE,    A R KALUGADE,    M SALE,    V KADAM,",,First,,265,Pune University,/uploads/book/image/469/N2875.jpg,2014-06-26 03:10:59 UTC,2014-06-26 03:10:59 UTC,"",,350
470,COMPUTER GRAPHICS,"1 Basic Concepts 2 Polygons and Transformations 3 Segemnts, Windowing and Clipping  4 3d Transformations And Projections 5 Shading, Colour Models And Animation 6 Curves And Fractals",Nirali,"PINKY JAIN,    MRS POONAM Y PAWAR,",,First,,210,Pune University,/uploads/book/image/470/N2882.jpg,2014-06-26 03:11:00 UTC,2014-06-26 03:11:00 UTC,"",,285
471,FOUNDATION OF COMPUTER NETWORKS,"1 Fundamentals of Signals 2 Digital Transmission System 3 Modulkation Techniques 4 Multiplexing And Spread spectrum Communication 5 Transmission Media 6 Switching Systems, Cable Modem and DSL Technology 7 Layer, Models and Addressing 8 Devices, Backbone Networks 9 Error Control and Data link Layer 10 Multiple Access Ethernet",Nirali,"G R PATIL,    R C JAISWAL,",,First,,400,Pune University,/uploads/book/image/471/N2885.jpg,2014-06-26 03:11:01 UTC,2014-06-26 03:11:01 UTC,"",,527
472,CHEMISTRY-II,Unit-I:Biomolecules\r\nUnit-II:Transition metals\r\nUnit-III:Volumetric analysis\r\nUnit-IV:(a)Adsorption\r\n             (b)Catalysis\r\nUnit-V:Stereochemistry\r\nUnit-VI:Unit Processes in Organic Synthesis,Nirali,"VR DOSS,    VK WALEKAR,",,First,,250,Pune University,/uploads/book/image/472/N2891.jpg,2014-06-26 03:11:02 UTC,2014-06-26 03:11:02 UTC,"",,318
473,NETWORK ANALYSIS,1.INTRODUCTION TO NETWORK ANALYSIS\r\n2.NETWORK THEOREMS\r\n3.TRANSIENT ANALYSIS\r\n4.LAPLACE TRANSFORM APPLICARION TO NETWORK\r\n5.TWO PORT NETWORK AND FILTERS\r\n6.NETWORK FUNCTIONS,Nirali,"DR SD RUIKAR,",,First,,460,Pune University,/uploads/book/image/473/N2898.jpg,2014-06-26 03:11:03 UTC,2014-06-26 03:11:03 UTC,"",,616
474,ENGINEERING MATHEMATICS III,"1 Linear Differential Equations And Constant Coefficients 2 Applications of Differential Equations 3 Applications of Partial Equations 4 Statistics, Correlation And registration 5 Probability And Probability Distributions 6 Testing of hypothesis And Significance 7 Vector Algebra 8 vector Differentiation 9 Apllications of vectors to Fluid mechanics",Nirali,"DR N S MUJUMDAR,    DR S M CHAUDHARI,    MR N D NARKHEDE,    DR M Y GOKHALE,    DR R P SINGH,",,First,,280,Pune University,/uploads/book/image/474/N3001.jpg,2014-06-26 03:11:04 UTC,2014-06-26 03:11:04 UTC,"",,370
475,SURVEYING,1 Surveying And Levelling 2 Theodolite 3 Tachometry 4 Curves 5 Plane Table Surveying,Nirali,"DR S T MALI,    A S SHELAR,    U S PATIL,",,First,,160,Pune University,/uploads/book/image/475/N3003.jpg,2014-06-26 03:11:05 UTC,2014-06-26 03:11:05 UTC,"",,208
476,ENGINEERING THERMODYNAMICS,1 Introduction to Engineering Thermodynamics 2 First Law of thermodynamics 3 Second law of Thermodynamics 4 Properties of ideal Gases 5 Properties of steam,Nirali,"DR S N SAPALI,    DR S S KORE,    PROF S S GHORPADE,",,First,,165,Pune University,/uploads/book/image/476/N3006.jpg,2014-06-26 03:11:06 UTC,2014-06-26 03:11:06 UTC,"",,215
477,FLUID MECHANICS,1 Fluid Properties And Hydrostatic 2 Fluid Kinematics And Dynamics 3 Viscous And Boundary Layer Flow 4 Dimentional Analysis And Flow Trhough Pipes 5 Centrifugal And reiprocatting Pump,Nirali,"P V SHOTRI,",,First,,290,Pune University,/uploads/book/image/477/N3007.jpg,2014-06-26 03:11:07 UTC,2014-06-26 03:11:07 UTC,"",,386
478,MATERIAL SCIENCE AND METALLURGY,1 Nature of Metals And Alloys 2 Properties of metals And testing 3 Ferrous Alloys And its Alloys 4 Heat Treatments 5 Alloys Steels And Advanced Materials,Nirali,"A S GHOLAP,    PROF S S GHORPADE,    DR M S KULKARNI,",,First,,185,Pune University,/uploads/book/image/478/N3009.jpg,2014-06-26 03:11:08 UTC,2014-06-26 03:11:08 UTC,"",,238
479,MANUFACTURING ENGINEERING I,1 Casting Processes 2 Metal Forming processes 3 Welding And joining Processes 5 Powder Metallurgy,Nirali,"A S GHOLAP,    DR ANAND K BEWOOR,",,First,,200,Pune University,/uploads/book/image/479/N3010.jpg,2014-06-26 03:11:09 UTC,2014-06-26 03:11:09 UTC,"",,260
480,DISCRETE STRUCTURE AND GRAPH THEORY,"1 Logic And Proofs 2 theory of Sets 3 Permutations, Combinations And Discrete Probability 4 Relations 5 Functions 6 Recurrence Relations 7 Analysis of Algorithms 8 Graph Theory 9 Trees 10 Groups And Rings 11 Boolen Algebras",Nirali,"DR N D KANKANE,    DR L K IYER,",,First,,470,Pune University,/uploads/book/image/480/N3018.jpg,2014-06-26 03:11:10 UTC,2014-06-26 03:11:10 UTC,"",,622
481,ANALOG COMMUNICATION,"1 Introduction to Electronic Communication 2 Amplitude Modulation And Frequency Modulation 3 Radio Receiver (AM & FM) 4 Transmission lines 5 Antennas 6 Wave Propagation , Symbols Abbreviations Appendix",Nirali,"MRS P D KULKARNI,",,First,,200,Pune University,/uploads/book/image/481/N3043.jpg,2014-06-26 03:11:11 UTC,2014-06-26 03:11:11 UTC,"",,255
482,THEORY OF STRUCTURE I,1 Slope And Deflection of Beams 2 Deflection of Beams And Frames 3 Deflection of Trusses 4 Interminate Trusses 5 Interminate Beams 6 Continuous Beams 7 Three-Hinged Arches 8 Two Hinged Arches 9 Influence Lines 10 Moving Loads,Nirali,"DR S R PAREKAR,",,First,,390,Pune University,/uploads/book/image/482/N3083.jpg,2014-06-26 03:11:12 UTC,2014-06-26 03:11:12 UTC,"",,520
483,BUILDING DESIGN AND DRAWING,1.INTRODUCTION TO BUILDING DRAWING\r\n2.VENTILATION\r\n3.FIRE PROTECTION\r\n4.BUILDING SERVICES\r\n5.PLANNING AND RESIDENTIAL BUILDINGS\r\n6.WORKING DRAWING\r\n7.PLANNING OF APARTMENT\r\n8.PERSPECTIVE DRAWING\r\n9.PLANNING AND DESIGNING OF PUBLIC BUILDINGS-I\r\n10.PLANNING AND DESIGNING OF PUBLIC BUILDINGS-II,Nirali,"VS LIMAYE,    AD PAWAR,",,First,,190,Pune University,/uploads/book/image/483/N3084.jpg,2014-06-26 03:11:13 UTC,2014-06-26 03:11:13 UTC,"",,242
484,ENGINEERING MATHEMATICS III,"1 Linear Differential Equations With Constant Coefficient 2 Applications of Linear Differential Equations 3 Applications of Partial Differential Equations 4 Laplace Transform 5 Inverse Laplace Transform 6 Statistics, Correlation and Regression 7 Probability and Probability Distributions 8 Fourier Transform 9 Vector Algebra 10 Vector Differentiation",Nirali,"DR M Y GOKHALE,    N D NARKHEDE,    DR R P SINGH,    DR N S MUJUMDAR,    DR S M CHAUDHARI,",,First,,375,Pune University,/uploads/book/image/484/N3086.jpg,2014-06-26 03:11:14 UTC,2014-06-26 03:11:14 UTC,"",,495
485,APPLIED THERMODYNAMICS,1.Boiler and Boiler Performance\r\n2.Vapor Power Cycle and Steam Condenser\r\n3.Compressible Flow and Steam Nozzle\r\n4.Reciprocating Air Compressor\r\n5.Rotary Air Compressor,Nirali,"NK PATIL,    DR SN SANPALI,    DR SS KORE,    SS GHORPADE,",,First,,200,Pune University,/uploads/book/image/485/N3088.jpg,2014-06-26 03:11:16 UTC,2014-06-26 03:11:16 UTC,"",,266
486,ENGINEERING MATHEMATICS III,1 Linear Differential Equations With constant Coefficients 2 Applications of Differential Equations 3 Complex Differentiation 4 Complex Integration and Conformal Mapping 5 Laplace Transform 6 Inverse Laplace Transform 7 Fourier Transform 8 The Z-Transform 9 Vector Algebra 10 Vector Differentiation,Nirali,"DR N S MUJUMDAR ,    MR N D NARKHEDE,    DR S M CHAUDHARI,    DR R P SINGH,    DR M Y GOKHALE,",,First,,375,Pune University,/uploads/book/image/486/N3091.jpg,2014-06-26 03:11:17 UTC,2014-06-26 03:11:17 UTC,"",,510
487,LINEAR INTEGRATED CIRCUITS,UNIT-I: Operational Amplifier\r\nUNIT-II: OP-AMP Applications\r\nUNIT-III: Active Filter And Voltage Regulators\r\nUNIT-IV: Comparators And Waveforms Generation\r\nUNIT-V: A/D Interface Circuits and PLL,Nirali,"DS PANDIT,",,First,,250,Pune University,/uploads/book/image/487/N3093.jpg,2014-06-26 03:11:22 UTC,2014-06-26 03:11:22 UTC,"",,330
488,NETWORK ANALYSIS AND SYNTHESIS,UNIT I:SYSTEM AND NETWORK FUNCTIONS \r\nUNIT II:FREQUENCY SELECTIVE NETWORKS\r\nUNIT III:TWO PORT NETWORKS PARAMETERS\r\nUNIT IV:ATTENUATORS AND FILTERS\r\nUNIT V:SYNTHESIS OF NETWORKS,Nirali,"SACHIN D RUIKAR,",,First,,350,Pune University,/uploads/book/image/488/N3094.jpg,2014-06-26 03:11:23 UTC,2014-06-26 03:11:23 UTC,"",,472
489,DATA STRUCTURES,1 Introduction to Data Structures 2 Stack and Queue 3 Linked Lists 4 Trees 5 Searching and Sorting,Nirali,"G R PATIL,",,First,,250,Pune University,/uploads/book/image/489/N3096.jpg,2014-06-26 03:11:24 UTC,2014-06-26 03:11:24 UTC,"",,330
490,DATA COMMUNICATION,1 Introduction to Data communication And Signals 2 Digital Transmission And Analog Transmission 3 Multiplexing and Transmission Media 4 Switching And Multiple Access 5 Error Control And Data Link Control,Nirali,"R C JAISWAL,    G R PATIL,",,First,,280,Pune University,/uploads/book/image/490/N3098.jpg,2014-06-26 03:11:25 UTC,2014-06-26 03:11:25 UTC,"",,375
491,COMPUTER ORGANIZATION,1 Introduction to System Concepts 2 Arithmetic 3 Processing Unit 4 Memory 5 System Organization,Nirali,"D K KIRANGE,    J B JAWALE,",,First,,140,Pune University,/uploads/book/image/491/N3099.jpg,2014-06-26 03:11:26 UTC,2014-06-26 03:11:26 UTC,"",,185
492,DISCRETE MATHEMATICS,"UNIT I: 1.\tTheory Of Sets\r\nUNIT II: 2.Fundamentals of Logic\r\nUNIT III: 3.Logic and Mathematics Induction\r\nUNIT IV: 4.Relations\r\n                5.Functions\r\nUNIT V: 6.Groups\r\nUNIT VI: 7.Group codes,Rings and Modular Arithmetic",Nirali,"ND KANKANE,    LK IYER,",,First,,250,Pune University,/uploads/book/image/492/N3127.jpg,2014-06-26 03:11:28 UTC,2014-06-26 03:11:28 UTC,"",,322
493,DIGITAL COMMUNICATION SYSTEMS,1 Fourier Analysis and Random Signal Theory 2 Waveform Coding 3 Baseband Data Transmission and Recovery  Digital Carrier Modulation 5 Information Theory of Coding Techniques,Nirali,"R C JAISWAL,     G R PATIL,",,First,,325,Pune University,/uploads/book/image/493/N3241.jpg,2014-06-26 03:11:29 UTC,2014-06-26 03:11:29 UTC,"",,445
494,EMBEDDED SYSTEMS,1.Embedded System Introduction\r\n2.System Architecture\r\n3.Interfacing and Programming\r\n4.Real Time operating System Concepts\r\n5.Embedded Linux,Nirali,"DS PANDIT,",,First,,275,Pune University,/uploads/book/image/494/N3242.jpg,2014-06-26 03:11:30 UTC,2014-06-26 03:11:30 UTC,"",,364
495,ENGINEERING MATHEMATICS I,"1 Matrices 2 System of Linear Algebric Equations 3 Eigen Values, Eigen vectors 4 Complex Numbers 5 Hyperbolic Functions, Logorithms of Complex numbers 6 Taylor's And Maclaurin's Theorem 7 Indeeterminate Forms 8 Partial Differential and Applications 9 Jacobians, Errors And Approximate, Maxima And mina 10 Numerical Solution of Linear Equations, Determination of Eigen values by iteration",Nirali,"DR N S MUJUMDAR,    DR M Y GOKHALE,    S A LOKARE,    A B GHUMARE,",,Second,,400,Pune University,/uploads/book/image/495/N6125.jpg,2014-06-26 03:11:31 UTC,2014-06-26 03:11:31 UTC,"",,538
496,COMPUTER NETWORK,1 Physical Layer 2 Data Link layer 3 Multiple Access 4 Connecting Lans 5 Vitual Circuit Networks 6 Network Layer 7 Transport Layer 8 Application Layer,Nirali,"VIKAS S BAGAD,    IRESH A DHOTRE,",,First,,295,Pune University,/uploads/book/image/496/T0001.jpg,2014-06-26 03:11:32 UTC,2014-06-26 03:11:32 UTC,"",,606
